College Code,College Name,Branch Code,Branch Name,OC,BC,BCM,MBC,SC,SCA,ST,district
3908,"Mount Zion College Of Engineering And Technology, Lena Vilakku, Pilivalam Post,  Pudukkottai-622507.",EC,Electronics And Communication Engineering,140,132,98.5,103,0,0,0,Pudukkottai
3908,"Mount Zion College Of Engineering And Technology, Lena Vilakku, Pilivalam Post,  Pudukkottai-622507.",EE,Electrical And Electronics Engineering,115,92.5,0,0,0,0,0,Pudukkottai
3908,"Mount Zion College Of Engineering And Technology, Lena Vilakku, Pilivalam Post,  Pudukkottai-622507.",IT,Information Technology,145,135,0,117.5,87.5,0,0,Pudukkottai
3908,"Mount Zion College Of Engineering And Technology, Lena Vilakku, Pilivalam Post,  Pudukkottai-622507.",ME,Mechanical Engineering,123,96,0,0,0,0,0,Pudukkottai
3918,"Shanmuganathan Engineering College, Arasampatti, Pilivalam Post, Thirumayam Taluk, Pudukkottai District-622507.",AM,Computer Science And Engineering (Ai And Machine Learning),123,0,112,96,0,0,0,Pudukkottai
3918,"Shanmuganathan Engineering College, Arasampatti, Pilivalam Post, Thirumayam Taluk, Pudukkottai District-622507.",CE,Civil  Engineering,0,0,0,0,0,0,0,Pudukkottai
3918,"Shanmuganathan Engineering College, Arasampatti, Pilivalam Post, Thirumayam Taluk, Pudukkottai District-622507.",CS,Computer Science And Engineering,134.5,118,124.5,0,0,0,0,Pudukkottai
3918,"Shanmuganathan Engineering College, Arasampatti, Pilivalam Post, Thirumayam Taluk, Pudukkottai District-622507.",EC,Electronics And Communication Engineering,104.5,0,0,0,0,0,0,Pudukkottai
3918,"Shanmuganathan Engineering College, Arasampatti, Pilivalam Post, Thirumayam Taluk, Pudukkottai District-622507.",EE,Electrical And Electronics Engineering,0,0,0,0,0,0,0,Pudukkottai
3918,"Shanmuganathan Engineering College, Arasampatti, Pilivalam Post, Thirumayam Taluk, Pudukkottai District-622507.",ME,Mechanical Engineering,86,0,0,0,0,0,0,Pudukkottai
3918,"Shanmuganathan Engineering College, Arasampatti, Pilivalam Post, Thirumayam Taluk, Pudukkottai District-622507.",SC,Computer Science And Engineering (Cyber Security),115,0,0,0,0,0,0,Pudukkottai
3920,"Sudharsan Engineering College, Sathiyamangalam, Kulathur Taluk, Pudukkottai District-622501.",AD,Artificial Intelligence And Data Science,118.5,0,85,0,0,0,0,Pudukkottai
3920,"Sudharsan Engineering College, Sathiyamangalam, Kulathur Taluk, Pudukkottai District-622501.",AM,Computer Science And Engineering (Ai And Machine Learning),0,0,0,0,0,0,0,Pudukkottai
3920,"Sudharsan Engineering College, Sathiyamangalam, Kulathur Taluk, Pudukkottai District-622501.",CE,Civil  Engineering,0,0,0,0,0,0,0,Pudukkottai
3920,"Sudharsan Engineering College, Sathiyamangalam, Kulathur Taluk, Pudukkottai District-622501.",CS,Computer Science And Engineering,123,0,0,0,0,0,0,Pudukkottai
3920,"Sudharsan Engineering College, Sathiyamangalam, Kulathur Taluk, Pudukkottai District-622501.",EC,Electronics And Communication Engineering,0,0,0,0,0,0,0,Pudukkottai
3920,"Sudharsan Engineering College, Sathiyamangalam, Kulathur Taluk, Pudukkottai District-622501.",EE,Electrical And Electronics Engineering,0,0,0,0,0,0,0,Pudukkottai
3920,"Sudharsan Engineering College, Sathiyamangalam, Kulathur Taluk, Pudukkottai District-622501.",ME,Mechanical Engineering,0,0,0,0,0,0,0,Pudukkottai
3923,"Mnsk College Of Engineering, Dhakshinapuram Village, Vallathirakottai (Post), Alangudi Taluk, Pudukkottai-622305.",AD,Artificial Intelligence And Data Science,0,0,0,0,0,0,0,Pudukkottai
3923,"Mnsk College Of Engineering, Dhakshinapuram Village, Vallathirakottai (Post), Alangudi Taluk, Pudukkottai-622305.",AG,Agricultural Engineering,0,0,0,0,0,0,0,Pudukkottai
3923,"Mnsk College Of Engineering, Dhakshinapuram Village, Vallathirakottai (Post), Alangudi Taluk, Pudukkottai-622305.",CE,Civil  Engineering,0,0,0,0,0,0,0,Pudukkottai
3923,"Mnsk College Of Engineering, Dhakshinapuram Village, Vallathirakottai (Post), Alangudi Taluk, Pudukkottai-622305.",CS,Computer Science And Engineering,0,0,0,0,0,0,0,Pudukkottai
3923,"Mnsk College Of Engineering, Dhakshinapuram Village, Vallathirakottai (Post), Alangudi Taluk, Pudukkottai-622305.",EC,Electronics And Communication Engineering,0,0,0,0,0,0,0,Pudukkottai
3923,"Mnsk College Of Engineering, Dhakshinapuram Village, Vallathirakottai (Post), Alangudi Taluk, Pudukkottai-622305.",EE,Electrical And Electronics Engineering,0,0,0,0,0,0,0,Pudukkottai
3923,"Mnsk College Of Engineering, Dhakshinapuram Village, Vallathirakottai (Post), Alangudi Taluk, Pudukkottai-622305.",ME,Mechanical Engineering,0,0,0,0,0,0,0,Pudukkottai
3926,"Chendhuran College Of Engineering And Technology, Madurai Main Road, Lena Vilakku, Pilivalam Post, Thirumayam Taluk, Pudukkottai District-622507.",AD,Artificial Intelligence And Data Science,123.5,0,90.5,0,101.5,0,0,Pudukkottai
3926,"Chendhuran College Of Engineering And Technology, Madurai Main Road, Lena Vilakku, Pilivalam Post, Thirumayam Taluk, Pudukkottai District-622507.",CE,Civil  Engineering,0,0,0,0,0,0,0,Pudukkottai
3926,"Chendhuran College Of Engineering And Technology, Madurai Main Road, Lena Vilakku, Pilivalam Post, Thirumayam Taluk, Pudukkottai District-622507.",CS,Computer Science And Engineering,122,0,0,89.5,87,0,0,Pudukkottai
3926,"Chendhuran College Of Engineering And Technology, Madurai Main Road, Lena Vilakku, Pilivalam Post, Thirumayam Taluk, Pudukkottai District-622507.",EC,Electronics And Communication Engineering,0,0,0,0,0,0,0,Pudukkottai
3926,"Chendhuran College Of Engineering And Technology, Madurai Main Road, Lena Vilakku, Pilivalam Post, Thirumayam Taluk, Pudukkottai District-622507.",EE,Electrical And Electronics Engineering,0,0,0,0,0,0,0,Pudukkottai
3926,"Chendhuran College Of Engineering And Technology, Madurai Main Road, Lena Vilakku, Pilivalam Post, Thirumayam Taluk, Pudukkottai District-622507.",ME,Mechanical Engineering,0,0,0,0,0,0,0,Pudukkottai
4020,Anna University Regional Campus - Tirunelveli  Trivandrum Road  Palayamkottai  Tirunelveli District 627007,AD,Artificial Intelligence And Data Science,182.5,172.5,0,177,171.5,150.5,0,Tirunelveli
4020,Anna University Regional Campus - Tirunelveli  Trivandrum Road  Palayamkottai  Tirunelveli District 627007,CS,Computer Science And Engineering,180,171.5,179.5,166.5,161.5,128.5,0,Tirunelveli
4020,Anna University Regional Campus - Tirunelveli  Trivandrum Road  Palayamkottai  Tirunelveli District 627007,EC,Electronics And Communication Engineering,175.5,167.5,170.5,161.5,149.5,123,0,Tirunelveli
4020,Anna University Regional Campus - Tirunelveli  Trivandrum Road  Palayamkottai  Tirunelveli District 627007,GI,Geo Informatics,154,132,142,119,118,116.5,132,Tirunelveli
4020,Anna University Regional Campus - Tirunelveli  Trivandrum Road  Palayamkottai  Tirunelveli District 627007,ME,Mechanical Engineering,155.5,135,152.5,114.5,126,118,101,Tirunelveli
4023,University College Of Engineering  Nagercoil  Nagercoil Industrial Estate  Konam  Kanyakumari District 629004,CE,Civil  Engineering,130.5,0,0,0,0,0,0,Kanyakumari
4023,University College Of Engineering  Nagercoil  Nagercoil Industrial Estate  Konam  Kanyakumari District 629004,CS,Computer Science And Engineering,172.57,164.5,162.5,142.5,145,103.5,146, Kanyakumari
4023,University College Of Engineering  Nagercoil  Nagercoil Industrial Estate  Konam  Kanyakumari District 629004,EC,Electronics And Communication Engineering,168.5,160.5,164,127,123,0,0, Kanyakumari
4023,University College Of Engineering  Nagercoil  Nagercoil Industrial Estate  Konam  Kanyakumari District 629004,EE,Electrical And Electronics Engineering,150,138,138.5,0,0,0,0, Kanyakumari
4023,University College Of Engineering  Nagercoil  Nagercoil Industrial Estate  Konam  Kanyakumari District 629004,IT,Information Technology,167,159,151,134.5,128.5,0,0, Kanyakumari
4023,University College Of Engineering  Nagercoil  Nagercoil Industrial Estate  Konam  Kanyakumari District 629004,ME,Mechanical Engineering,134.5,113.5,0,0,100.5,0,0,Kanyakumari
4023,University College Of Engineering  Nagercoil  Nagercoil Industrial Estate  Konam  Kanyakumari District 629004,XC,Civil Engineering (Tamil Medium),0,0,0,0,0,0,0,Kanyakumari
4023,University College Of Engineering  Nagercoil  Nagercoil Industrial Estate  Konam  Kanyakumari District 629004,XM,Mechanical Engineering (Tamil Medium),0,0,0,0,0,0,0,Kanyakumari
4024,University V.O.C. College Of Engineering  Thoothukudi  Near V.O.C. College  Millerpuram  Thoothukudi District 628008,CE,Civil  Engineering,115.5,0,0,0,0,0,0,Thoothukudi
4024,University V.O.C. College Of Engineering  Thoothukudi  Near V.O.C. College  Millerpuram  Thoothukudi District 628008,EC,Electronics And Communication Engineering,163,151.5,154.5,133,120,133,0,Thoothukudi
4024,University V.O.C. College Of Engineering  Thoothukudi  Near V.O.C. College  Millerpuram  Thoothukudi District 628008,EE,Electrical And Electronics Engineering,144,112.5,158,0,0,0,0,Thoothukudi
4024,University V.O.C. College Of Engineering  Thoothukudi  Near V.O.C. College  Millerpuram  Thoothukudi District 628008,ME,Mechanical Engineering,95,0,0,0,0,0,0,Thoothukudi
4024,University V.O.C. College Of Engineering  Thoothukudi  Near V.O.C. College  Millerpuram  Thoothukudi District 628008,XC,Civil Engineering (Tamil Medium),0,0,0,0,0,0,0,Thoothukudi
4024,University V.O.C. College Of Engineering  Thoothukudi  Near V.O.C. College  Millerpuram  Thoothukudi District 628008,XM,Mechanical Engineering (Tamil Medium),0,0,0,0,0,0,0,Thoothukudi
4669,"Thamirabharani Engineering College, Ward - 1, Thatchanallur, Chattiram Puthukullam Village, Vepakullam - Chidhabra Nagar Road, Tirunelveli-627358.",AD,Artificial Intelligence And Data Science,82,0,0,0,0,0,0,Tirunelveli
4669,"Thamirabharani Engineering College, Ward - 1, Thatchanallur, Chattiram Puthukullam Village, Vepakullam - Chidhabra Nagar Road, Tirunelveli-627358.",CE,Civil  Engineering,0,0,0,0,0,0,0,Tirunelveli
4669,"Thamirabharani Engineering College, Ward - 1, Thatchanallur, Chattiram Puthukullam Village, Vepakullam - Chidhabra Nagar Road, Tirunelveli-627358.",CS,Computer Science And Engineering,107.5,0,0,0,0,0,0,Tirunelveli
4669,"Thamirabharani Engineering College, Ward - 1, Thatchanallur, Chattiram Puthukullam Village, Vepakullam - Chidhabra Nagar Road, Tirunelveli-627358.",EC,Electronics And Communication Engineering,114,0,0,0,0,0,0,Tirunelveli
4669,"Thamirabharani Engineering College, Ward - 1, Thatchanallur, Chattiram Puthukullam Village, Vepakullam - Chidhabra Nagar Road, Tirunelveli-627358.",EE,Electrical And Electronics Engineering,0,0,0,0,0,0,0,Tirunelveli
4669,"Thamirabharani Engineering College, Ward - 1, Thatchanallur, Chattiram Puthukullam Village, Vepakullam - Chidhabra Nagar Road, Tirunelveli-627358.",ME,Mechanical Engineering,0,0,0,0,0,0,0,Tirunelveli
4669,"Thamirabharani Engineering College, Ward - 1, Thatchanallur, Chattiram Puthukullam Village, Vepakullam - Chidhabra Nagar Road, Tirunelveli-627358.",SC,Computer Science And Engineering (Cyber Security),0,0,0,0,0,0,0,Tirunelveli
4670,"Rohini College Of Engineering And Technology (Autonomous), Palkumlam, Variyoor Post, Kanyakumari-629401.",AD,Artificial Intelligence And Data Science,163.5,154.5,147,0,0,0,0,Kanyakumari
4670,"Rohini College Of Engineering And Technology (Autonomous), Palkumlam, Variyoor Post, Kanyakumari-629401.",AG,Agricultural Engineering,124.5,0,0,0,0,0,0,Kanyakumari
4670,"Rohini College Of Engineering And Technology (Autonomous), Palkumlam, Variyoor Post, Kanyakumari-629401.",AM,Computer Science And Engineering (Ai And Machine Learning),150,142,135,0,0,0,0,Kanyakumari
4670,"Rohini College Of Engineering And Technology (Autonomous), Palkumlam, Variyoor Post, Kanyakumari-629401.",BM,Bio Medical Engineering,142,0,108,0,0,0,0,Kanyakumari
4670,"Rohini College Of Engineering And Technology (Autonomous), Palkumlam, Variyoor Post, Kanyakumari-629401.",CE,Civil  Engineering,114,91,0,0,0,0,0,Kanyakumari
4670,"Rohini College Of Engineering And Technology (Autonomous), Palkumlam, Variyoor Post, Kanyakumari-629401.",CS,Computer Science And Engineering,155,143.5,151,89,0,0,0,Kanyakumari
4670,"Rohini College Of Engineering And Technology (Autonomous), Palkumlam, Variyoor Post, Kanyakumari-629401.",EC,Electronics And Communication Engineering,155,144,148,113.5,0,0,0,Kanyakumari
4670,"Rohini College Of Engineering And Technology (Autonomous), Palkumlam, Variyoor Post, Kanyakumari-629401.",EE,Electrical And Electronics Engineering,137,120.5,0,110,0,0,0,Kanyakumari
4670,"Rohini College Of Engineering And Technology (Autonomous), Palkumlam, Variyoor Post, Kanyakumari-629401.",ME,Mechanical Engineering,142,102.5,0,0,0,0,0,Kanyakumari
4672,"Stella Mary'S College Of Engineering, Arunthenkanvilai, Azhikal, Kanyakumari-629202.",AD,Artificial Intelligence And Data Science,139,102,113,0,0,0,0,Kanyakumari
4672,"Stella Mary'S College Of Engineering, Arunthenkanvilai, Azhikal, Kanyakumari-629202.",CE,Civil  Engineering,0,0,0,0,0,0,0,Kanyakumari
4672,"Stella Mary'S College Of Engineering, Arunthenkanvilai, Azhikal, Kanyakumari-629202.",CS,Computer Science And Engineering,138.5,113,133,0,0,0,0,Kanyakumari
4672,"Stella Mary'S College Of Engineering, Arunthenkanvilai, Azhikal, Kanyakumari-629202.",EC,Electronics And Communication Engineering,130.5,103.5,0,0,0,0,0,Kanyakumari
4672,"Stella Mary'S College Of Engineering, Arunthenkanvilai, Azhikal, Kanyakumari-629202.",EE,Electrical And Electronics Engineering,99,0,91,0,0,0,0,Kanyakumari
4672,"Stella Mary'S College Of Engineering, Arunthenkanvilai, Azhikal, Kanyakumari-629202.",ME,Mechanical Engineering,111.5,0,0,0,0,0,0,Kanyakumari
4675,"Universal College Of Engineering And Technology, Anbagam Campus, Kadambankulam, Villakku, Radhapuram Road, Vallioor, Tirunelveli-627117.",AD,Artificial Intelligence And Data Science,0,0,0,0,0,0,0,Tirunelveli
4675,"Universal College Of Engineering And Technology, Anbagam Campus, Kadambankulam, Villakku, Radhapuram Road, Vallioor, Tirunelveli-627117.",CB,Computer Science And Bussiness System,0,0,0,0,0,0,0,Tirunelveli
4675,"Universal College Of Engineering And Technology, Anbagam Campus, Kadambankulam, Villakku, Radhapuram Road, Vallioor, Tirunelveli-627117.",CE,Civil  Engineering,0,0,0,0,0,0,0,Tirunelveli
4675,"Universal College Of Engineering And Technology, Anbagam Campus, Kadambankulam, Villakku, Radhapuram Road, Vallioor, Tirunelveli-627117.",CS,Computer Science And Engineering,116.5,0,0,0,0,0,0,Tirunelveli
4675,"Universal College Of Engineering And Technology, Anbagam Campus, Kadambankulam, Villakku, Radhapuram Road, Vallioor, Tirunelveli-627117.",EC,Electronics And Communication Engineering,105,0,0,0,0,0,0,Tirunelveli
4675,"Universal College Of Engineering And Technology, Anbagam Campus, Kadambankulam, Villakku, Radhapuram Road, Vallioor, Tirunelveli-627117.",EE,Electrical And Electronics Engineering,0,0,0,0,0,0,0,Tirunelveli
4675,"Universal College Of Engineering And Technology, Anbagam Campus, Kadambankulam, Villakku, Radhapuram Road, Vallioor, Tirunelveli-627117.",ME,Mechanical Engineering,0,0,0,0,0,0,0,Tirunelveli
4676,"Renganayagi Varatharaj College Of Engineering, Salvarpatti Village & Post, Thayilpatti Via, Sivakasi Taluk, Virudhunagar-626128.",AD,Artificial Intelligence And Data Science,148,0,0,0,0,0,0,Virudhunagar
4676,"Renganayagi Varatharaj College Of Engineering, Salvarpatti Village & Post, Thayilpatti Via, Sivakasi Taluk, Virudhunagar-626128.",CS,Computer Science And Engineering,147,0,82,0,0,0,0,Virudhunagar
4676,"Renganayagi Varatharaj College Of Engineering, Salvarpatti Village & Post, Thayilpatti Via, Sivakasi Taluk, Virudhunagar-626128.",EC,Electronics And Communication Engineering,132,0,0,0,0,100.5,0,Virudhunagar
4676,"Renganayagi Varatharaj College Of Engineering, Salvarpatti Village & Post, Thayilpatti Via, Sivakasi Taluk, Virudhunagar-626128.",EE,Electrical And Electronics Engineering,106.5,0,0,0,0,0,0,Virudhunagar
4676,"Renganayagi Varatharaj College Of Engineering, Salvarpatti Village & Post, Thayilpatti Via, Sivakasi Taluk, Virudhunagar-626128.",ME,Mechanical Engineering,116,0,0,0,0,0,0,Virudhunagar
4677,"Arunachala Hitech Engineering College (Formerly Lourdes Mount College Of Engineering And Technology), Marthandam-Karungal Road, Chundavilai Mullanganavilai, Nattalam Post, Nattalam, Kanyakumari -629195.",AD,Artificial Intelligence And Data Science,138.5,109,0,0,0,0,0,Kanyakumari
4677,"Arunachala Hitech Engineering College (Formerly Lourdes Mount College Of Engineering And Technology), Marthandam-Karungal Road, Chundavilai Mullanganavilai, Nattalam Post, Nattalam, Kanyakumari -629195.",CS,Computer Science And Engineering,129.5,113,109,0,0,0,0,Kanyakumari
4677,"Arunachala Hitech Engineering College (Formerly Lourdes Mount College Of Engineering And Technology), Marthandam-Karungal Road, Chundavilai Mullanganavilai, Nattalam Post, Nattalam, Kanyakumari -629195.",EC,Electronics And Communication Engineering,116.5,93.5,0,0,0,0,0,Kanyakumari
4677,"Arunachala Hitech Engineering College (Formerly Lourdes Mount College Of Engineering And Technology), Marthandam-Karungal Road, Chundavilai Mullanganavilai, Nattalam Post, Nattalam, Kanyakumari -629195.",EE,Electrical And Electronics Engineering,100.5,0,0,0,0,0,0,Kanyakumari
4677,"Arunachala Hitech Engineering College (Formerly Lourdes Mount College Of Engineering And Technology), Marthandam-Karungal Road, Chundavilai Mullanganavilai, Nattalam Post, Nattalam, Kanyakumari -629195.",IT,Information Technology,115.5,101.5,0,0,0,0,0,Kanyakumari
4678,"Ramco Institute Of Technology, North Venganallur Village, Krishnapuram Panchayat, Rajapalayam, Virudhunagar-626117.",AD,Artificial Intelligence And Data Science,165,151,143,144.5,0,0,0,Virudhunagar
1140,"Jeppiaar Institute Of Technology (Autonomous), Jeppiaar Nagar, Kunnam Village,Sriperumbudur Taluk, Kanchipuram-631604.",CS,Computer Science And Engineering,166,153.5,151,146,115.5,0,0,Kanchipuram
1140,"Jeppiaar Institute Of Technology (Autonomous), Jeppiaar Nagar, Kunnam Village,Sriperumbudur Taluk, Kanchipuram-631604.",EC,Electronics And Communication Engineering,171.5,155.5,158,156.5,0,0,0,Kanchipuram
1140,"Jeppiaar Institute Of Technology (Autonomous), Jeppiaar Nagar, Kunnam Village,Sriperumbudur Taluk, Kanchipuram-631604.",IT,Information Technology,154.5,147,120.5,142.5,98,0,0,Kanchipuram
1140,"Jeppiaar Institute Of Technology (Autonomous), Jeppiaar Nagar, Kunnam Village,Sriperumbudur Taluk, Kanchipuram-631604.",ME,Mechanical Engineering,146.5,130.5,128,0,86.5,0,0,Kanchipuram
1149,"St. Joseph'S Institute Of Technology (Autonomous), Jeppiaar Nagar, Old Mamallapuram Road, Kanchipuram, Chennai-600119.",AD,Artificial Intelligence And Data Science,169.5,165.5,162.5,163,138,0,0,Chennai
1149,"St. Joseph'S Institute Of Technology (Autonomous), Jeppiaar Nagar, Old Mamallapuram Road, Kanchipuram, Chennai-600119.",CS,Computer Science And Engineering,176,169,168,164,135,0,0,Chennai
1149,"St. Joseph'S Institute Of Technology (Autonomous), Jeppiaar Nagar, Old Mamallapuram Road, Kanchipuram, Chennai-600119.",EC,Electronics And Communication Engineering,171,165.5,162,163,126.5,0,116.5,Chennai
1149,"St. Joseph'S Institute Of Technology (Autonomous), Jeppiaar Nagar, Old Mamallapuram Road, Kanchipuram, Chennai-600119.",EE,Electrical And Electronics Engineering,159,155,142.5,149.5,111.5,0,0,Chennai
1149,"St. Joseph'S Institute Of Technology (Autonomous), Jeppiaar Nagar, Old Mamallapuram Road, Kanchipuram, Chennai-600119.",IT,Information Technology,171,166.5,166.5,162.5,133,0,0,Chennai
1149,"St. Joseph'S Institute Of Technology (Autonomous), Jeppiaar Nagar, Old Mamallapuram Road, Kanchipuram, Chennai-600119.",ME,Mechanical Engineering,137,121.5,126,119,103.5,0,0,Chennai
1149,"St. Joseph'S Institute Of Technology (Autonomous), Jeppiaar Nagar, Old Mamallapuram Road, Kanchipuram, Chennai-600119.",SC,Computer Science And Engineering (Cyber Security),170.5,165,159,162.5,137.5,0,0,Chennai
1150,"Sri Jayaram Institute Of Engineering And Technology, 51 N,Elavur, 58 N Natham Village,Gumudipoondi Taluk, Thiruvallur District-601201.",AD,Artificial Intelligence And Data Science,0,0,0,0,0,0,0,Thiruvallur
1150,"Sri Jayaram Institute Of Engineering And Technology, 51 N,Elavur, 58 N Natham Village,Gumudipoondi Taluk, Thiruvallur District-601201.",AG,Agricultural Engineering,0,0,0,0,0,0,0,Thiruvallur
1150,"Sri Jayaram Institute Of Engineering And Technology, 51 N,Elavur, 58 N Natham Village,Gumudipoondi Taluk, Thiruvallur District-601201.",BM,Bio Medical Engineering,0,0,0,0,0,0,0,Thiruvallur
1150,"Sri Jayaram Institute Of Engineering And Technology, 51 N,Elavur, 58 N Natham Village,Gumudipoondi Taluk, Thiruvallur District-601201.",CS,Computer Science And Engineering,0,0,0,0,0,0,0,Thiruvallur
1150,"Sri Jayaram Institute Of Engineering And Technology, 51 N,Elavur, 58 N Natham Village,Gumudipoondi Taluk, Thiruvallur District-601201.",ME,Mechanical Engineering,0,0,0,0,0,0,0,Thiruvallur
1202,"Dmi College Of Engineering (Autonomous), St.Joseph'S Town,Mevalurkuppam B Village, Nazarethpet Post, Palanchur, Kanchipuram, Chennai-600123.",AD,Artificial Intelligence And Data Science,142,121,0,110,91,0,0,Chennai
1202,"Dmi College Of Engineering (Autonomous), St.Joseph'S Town,Mevalurkuppam B Village, Nazarethpet Post, Palanchur, Kanchipuram, Chennai-600123.",AM,Computer Science And Engineering (Ai And Machine Learning),128.5,108.5,0,95.5,105,0,0,Chennai
1202,"Dmi College Of Engineering (Autonomous), St.Joseph'S Town,Mevalurkuppam B Village, Nazarethpet Post, Palanchur, Kanchipuram, Chennai-600123.",CE,Civil  Engineering,0,0,0,0,0,0,0,Chennai
1202,"Dmi College Of Engineering (Autonomous), St.Joseph'S Town,Mevalurkuppam B Village, Nazarethpet Post, Palanchur, Kanchipuram, Chennai-600123.",CS,Computer Science And Engineering,144,120,0,114,105,0,98,Chennai
4678,"Ramco Institute Of Technology, North Venganallur Village, Krishnapuram Panchayat, Rajapalayam, Virudhunagar-626117.",CB,Computer Science And Bussiness System,154,143.5,127,135.5,0,0,0,Virudhunagar
4678,"Ramco Institute Of Technology, North Venganallur Village, Krishnapuram Panchayat, Rajapalayam, Virudhunagar-626117.",CE,Civil  Engineering,133,92.5,117.5,109,0,0,0,Virudhunagar
4678,"Ramco Institute Of Technology, North Venganallur Village, Krishnapuram Panchayat, Rajapalayam, Virudhunagar-626117.",CS,Computer Science And Engineering,171.5,161,140.5,144.5,0,0,0,Virudhunagar
4678,"Ramco Institute Of Technology, North Venganallur Village, Krishnapuram Panchayat, Rajapalayam, Virudhunagar-626117.",EC,Electronics And Communication Engineering,161.5,154.5,140.5,139.5,0,0,0,Virudhunagar
4678,"Ramco Institute Of Technology, North Venganallur Village, Krishnapuram Panchayat, Rajapalayam, Virudhunagar-626117.",EE,Electrical And Electronics Engineering,144.5,128.5,140,126,0,119,0,Virudhunagar
4678,"Ramco Institute Of Technology, North Venganallur Village, Krishnapuram Panchayat, Rajapalayam, Virudhunagar-626117.",IT,Information Technology,165,153.5,132.5,147,0,0,0,Virudhunagar
4678,"Ramco Institute Of Technology, North Venganallur Village, Krishnapuram Panchayat, Rajapalayam, Virudhunagar-626117.",ME,Mechanical Engineering,134,114,0,0,0,0,0,Virudhunagar
4680,"Aaa College Of Engineering And Technology, Amathur Village, Sivakasi, Virudhunagar-626123.",AD,Artificial Intelligence And Data Science,162.5,135,0,144,101,95,0,Virudhunagar
4680,"Aaa College Of Engineering And Technology, Amathur Village, Sivakasi, Virudhunagar-626123.",CE,Civil  Engineering,124,0,115,0,0,0,0,Virudhunagar
4680,"Aaa College Of Engineering And Technology, Amathur Village, Sivakasi, Virudhunagar-626123.",CS,Computer Science And Engineering,154.5,140.5,136.5,120.5,115,122.5,0,Virudhunagar
4680,"Aaa College Of Engineering And Technology, Amathur Village, Sivakasi, Virudhunagar-626123.",EC,Electronics And Communication Engineering,163.5,142.5,0,120,122,123,0,Virudhunagar
4680,"Aaa College Of Engineering And Technology, Amathur Village, Sivakasi, Virudhunagar-626123.",EE,Electrical And Electronics Engineering,138,108,0,0,0,116.5,0,Virudhunagar
4680,"Aaa College Of Engineering And Technology, Amathur Village, Sivakasi, Virudhunagar-626123.",IT,Information Technology,144,134,123,113.5,108,84.5,0,Virudhunagar
4680,"Aaa College Of Engineering And Technology, Amathur Village, Sivakasi, Virudhunagar-626123.",ME,Mechanical Engineering,118,0,0,0,0,0,0,Virudhunagar
4680,"Aaa College Of Engineering And Technology, Amathur Village, Sivakasi, Virudhunagar-626123.",SC,Computer Science And Engineering (Cyber Security),144,136,0,119.5,114.5,96.5,0,Virudhunagar
4686,"Good Shepherd College Of Engineering And Technology, Maruthamparai, Kaliyal Village, Kaliyal, Kanyakumari-629151.",AD,Artificial Intelligence And Data Science,102,0,0,0,0,0,0,Kanyakumari
4686,"Good Shepherd College Of Engineering And Technology, Maruthamparai, Kaliyal Village, Kaliyal, Kanyakumari-629151.",CE,Civil  Engineering,0,0,0,0,0,0,0,Kanyakumari
4686,"Good Shepherd College Of Engineering And Technology, Maruthamparai, Kaliyal Village, Kaliyal, Kanyakumari-629151.",CS,Computer Science And Engineering,119.5,0,0,0,0,0,0,Kanyakumari
4686,"Good Shepherd College Of Engineering And Technology, Maruthamparai, Kaliyal Village, Kaliyal, Kanyakumari-629151.",EC,Electronics And Communication Engineering,0,0,0,0,0,0,0,Kanyakumari
4686,"Good Shepherd College Of Engineering And Technology, Maruthamparai, Kaliyal Village, Kaliyal, Kanyakumari-629151.",IT,Information Technology,0,0,0,0,0,0,0,Kanyakumari
4686,"Good Shepherd College Of Engineering And Technology, Maruthamparai, Kaliyal Village, Kaliyal, Kanyakumari-629151.",ME,Mechanical Engineering,0,0,0,0,0,0,0,Kanyakumari
4864,"V V College Of Engineering, V.V. Nagar, Arasur Village, Idaichivilai Post, Sathankulam Taluk, Tuticorin District, Tirunelveli-628656.",AD,Artificial Intelligence And Data Science,126.5,102,113,0,0,0,0,Tirunelveli
4864,"V V College Of Engineering, V.V. Nagar, Arasur Village, Idaichivilai Post, Sathankulam Taluk, Tuticorin District, Tirunelveli-628656.",CE,Civil  Engineering,0,0,0,0,0,0,0,Tirunelveli
4864,"V V College Of Engineering, V.V. Nagar, Arasur Village, Idaichivilai Post, Sathankulam Taluk, Tuticorin District, Tirunelveli-628656.",CS,Computer Science And Engineering,144,129.5,0,0,0,0,0,Tirunelveli
4864,"V V College Of Engineering, V.V. Nagar, Arasur Village, Idaichivilai Post, Sathankulam Taluk, Tuticorin District, Tirunelveli-628656.",EC,Electronics And Communication Engineering,144,120,0,0,0,0,0,Tirunelveli
4864,"V V College Of Engineering, V.V. Nagar, Arasur Village, Idaichivilai Post, Sathankulam Taluk, Tuticorin District, Tirunelveli-628656.",EE,Electrical And Electronics Engineering,90.5,0,0,0,0,0,0,Tirunelveli
4864,"V V College Of Engineering, V.V. Nagar, Arasur Village, Idaichivilai Post, Sathankulam Taluk, Tuticorin District, Tirunelveli-628656.",ME,Mechanical Engineering,0,0,0,0,0,0,0,Tirunelveli
4917,"Sethu Institute Of Technology (Autonomous), Pulloor, Kariapatti, Virudhunagar-626115.",AD,Artificial Intelligence And Data Science,154.5,142.5,154,128.5,0,145.5,0,Virudhunagar
